duration,start_date,start_year,start_month,start_hour,weekday,start_city,end_city,subscription_type
9.6,2013-09-18 17:49:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
10.716666666666667,2013-09-18 17:49:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
4.8,2013-09-18 17:50:00,2013,9,17,2,San Jose,San Jose,Subscriber
9.7,2013-09-18 17:50:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
15.45,2013-09-18 17:50:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
19.333333333333332,2013-09-18 17:51:00,2013,9,17,2,San Francisco,San Francisco,Customer
4.216666666666667,2013-09-18 17:51:00,2013,9,17,2,San Jose,San Jose,Subscriber
7.2,2013-09-18 17:52:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
10.816666666666666,2013-09-18 17:52:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
10.05,2013-09-18 17:52:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
12.683333333333334,2013-09-18 17:54:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
6.283333333333333,2013-09-18 17:54:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
4.65,2013-09-18 17:55:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
11.683333333333334,2013-09-18 17:55:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
11.5,2013-09-18 17:56:00,2013,9,17,2,San Francisco,San Francisco,Customer
13.416666666666666,2013-09-18 17:56:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
14.233333333333333,2013-09-18 17:56:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
10.0,2013-09-18 17:58:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
17.066666666666666,2013-09-18 17:58:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
4.016666666666667,2013-09-18 17:58:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
12.633333333333333,2013-09-18 17:59:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
7.766666666666667,2013-09-18 17:59:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
9.95,2013-09-18 17:59:00,2013,9,17,2,San Francisco,San Francisco,Subscriber
14.95,2013-09-18 17:59:00,2013,9,17,2,San Francisco,San Francisco,Customer
17.166666666666668,2013-09-18 17:59:00,2013,9,17,2,San Jose,San Jose,Subscriber
3.35,2013-09-18 18:00:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
14.816666666666666,2013-09-18 18:00:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
6.8,2013-09-18 18:01:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
14.133333333333333,2013-09-18 18:02:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
5.483333333333333,2013-09-18 18:06:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
9.066666666666666,2013-09-18 18:06:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
10.566666666666666,2013-09-18 18:06:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
16.183333333333334,2013-09-18 18:06:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
6.95,2013-09-18 18:07:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
5.883333333333334,2013-09-18 18:07:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
10.6,2013-09-18 18:07:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
13.9,2013-09-18 18:08:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
4.633333333333334,2013-09-18 18:08:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
7.75,2013-09-18 18:09:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
13.533333333333333,2013-09-18 18:09:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
11.566666666666666,2013-09-18 18:09:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
11.466666666666667,2013-09-18 18:10:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
32.56666666666667,2013-09-18 18:11:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
6.75,2013-09-18 18:11:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
10.8,2013-09-18 18:12:00,2013,9,18,2,San Francisco,San Francisco,Customer
6.583333333333333,2013-09-18 18:14:00,2013,9,18,2,Palo Alto,Palo Alto,Subscriber
8.35,2013-09-18 18:13:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
10.45,2013-09-18 18:15:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
10.433333333333334,2013-09-18 18:15:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
106.3,2013-09-18 18:16:00,2013,9,18,2,San Francisco,San Francisco,Customer
3.6166666666666667,2013-09-18 18:17:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
5.666666666666667,2013-09-18 18:17:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
9.6,2013-09-18 18:18:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
12.3,2013-09-18 18:18:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
1.8666666666666667,2013-09-18 18:19:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
19.433333333333334,2013-09-18 18:19:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
4.416666666666667,2013-09-18 18:19:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
7.633333333333334,2013-09-18 18:19:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
14.833333333333334,2013-09-18 18:19:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
15.833333333333334,2013-09-18 18:20:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
12.9,2013-09-18 18:21:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
5.583333333333333,2013-09-18 18:21:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
16.2,2013-09-18 18:21:00,2013,9,18,2,Palo Alto,Palo Alto,Subscriber
5.683333333333334,2013-09-18 18:22:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
4.7,2013-09-18 18:24:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
31.483333333333334,2013-09-18 18:25:00,2013,9,18,2,San Francisco,San Francisco,Customer
13.683333333333334,2013-09-18 18:25:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
12.166666666666666,2013-09-18 18:25:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
6.033333333333333,2013-09-18 18:26:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
112.53333333333333,2013-09-18 18:26:00,2013,9,18,2,San Francisco,San Francisco,Customer
7.766666666666667,2013-09-18 18:27:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
110.6,2013-09-18 18:28:00,2013,9,18,2,San Francisco,San Francisco,Customer
12.333333333333334,2013-09-18 18:28:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
7.55,2013-09-18 18:29:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
7.516666666666667,2013-09-18 18:29:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
11.65,2013-09-18 18:29:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
6.933333333333334,2013-09-18 18:30:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
5.05,2013-09-18 18:30:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
44.833333333333336,2013-09-18 18:31:00,2013,9,18,2,San Jose,San Jose,Customer
734.7,2013-09-18 18:31:00,2013,9,18,2,San Francisco,San Francisco,Customer
12.616666666666667,2013-09-18 18:34:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
5.7,2013-09-18 18:34:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
3.716666666666667,2013-09-18 18:34:00,2013,9,18,2,Palo Alto,Palo Alto,Subscriber
7.85,2013-09-18 18:35:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
7.116666666666666,2013-09-18 18:35:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
9.266666666666667,2013-09-18 18:36:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
4.816666666666666,2013-09-18 18:37:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
9.25,2013-09-18 18:37:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
5.15,2013-09-18 18:38:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
5.916666666666667,2013-09-18 18:38:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
5.383333333333334,2013-09-18 18:38:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
8.7,2013-09-18 18:39:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
7.966666666666667,2013-09-18 18:40:00,2013,9,18,2,San Jose,San Jose,Customer
6.883333333333334,2013-09-18 18:40:00,2013,9,18,2,San Jose,San Jose,Customer
6.733333333333333,2013-09-18 18:42:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
9.183333333333334,2013-09-18 18:42:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
7.816666666666666,2013-09-18 18:41:00,2013,9,18,2,San Jose,San Jose,Subscriber
8.516666666666667,2013-09-18 18:42:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
19.466666666666665,2013-09-18 18:43:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
13.783333333333333,2013-09-18 18:44:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
12.683333333333334,2013-09-18 18:44:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
6.733333333333333,2013-09-18 18:47:00,2013,9,18,2,San Jose,San Jose,Subscriber
25.016666666666666,2013-09-18 18:48:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
14.483333333333333,2013-09-18 18:50:00,2013,9,18,2,San Jose,San Jose,Subscriber
4.15,2013-09-18 18:52:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
6.066666666666666,2013-09-18 18:52:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
22.933333333333334,2013-09-18 18:52:00,2013,9,18,2,San Jose,San Jose,Customer
15.233333333333333,2013-09-18 18:53:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
7.766666666666667,2013-09-18 18:52:00,2013,9,18,2,Palo Alto,Palo Alto,Subscriber
15.4,2013-09-18 18:54:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
7.733333333333333,2013-09-18 18:55:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
